st0mean,st0var,st1mean,st1var,st2mean,st2var,st3mean,st3var,st4mean,st4var,st5mean,st5var,st6mean,st6var,st7mean,st7var,st8mean,st8var,st9mean,st9var,st10mean,st10var,st11mean,st11var,hotness
0.321721068,0.062750013,0.485945598,0.090253143,0.372108803,0.106066202,0.205423343,0.023365969,0.383447082,0.087049238,0.217896142,0.030328093,0.365806133,0.069773345,0.229489614,0.041661955,0.418628091,0.089255278,0.620518299,0.108193067,0.278344214,0.049750135,0.413209693,0.094744421,1
0.451376164,0.110986264,0.451642458,0.091330967,0.379560521,0.076672056,0.345264432,0.074906865,0.303026071,0.050350178,0.316655493,0.064401749,0.363743017,0.057228876,0.522134078,0.110483785,0.417258845,0.083849447,0.399925512,0.073427596,0.466944134,0.101535602,0.257402235,0.040628803,0
0.547296496,0.131282783,0.347339623,0.073243753,0.279401617,0.069348165,0.259892183,0.041099053,0.412361186,0.097960258,0.359938005,0.11709881,0.341420485,0.073563419,0.432969003,0.128612421,0.325764151,0.087427234,0.315979784,0.112026979,0.239040431,0.060528047,0.342215633,0.067474706,0
0.425869406,0.132637365,0.323809132,0.078619577,0.427407306,0.119985982,0.222037443,0.051672292,0.346618265,0.102984185,0.206990868,0.056063804,0.26840274,0.063255579,0.474931507,0.128456657,0.234346119,0.052201859,0.334178995,0.106501124,0.22403105,0.059401239,0.363248402,0.099086694,1
0.352688243,0.113735092,0.170141347,0.032368504,0.261590489,0.097240725,0.130286658,0.021862363,0.352033025,0.08944521,0.129963012,0.021846184,0.277581242,0.047737187,0.62148745,0.123691256,0.198023778,0.018647207,0.537505945,0.137646585,0.160719947,0.022182656,0.168138705,0.039021887,0
0.348877522,0.13954528,0.214569164,0.049657842,0.456798271,0.131981075,0.135469741,0.018430289,0.323913545,0.133404491,0.089004323,0.013405823,0.177255043,0.037426049,0.48134438,0.137957462,0.121583573,0.010829275,0.33534438,0.103773623,0.107442363,0.012157812,0.313027378,0.07975294,0
0.598904762,0.125110439,0.342123016,0.0749481,0.368188492,0.099819113,0.211801587,0.034919338,0.439240079,0.101123401,0.407327381,0.101506589,0.343603175,0.069128426,0.337513889,0.080533409,0.18947619,0.02697873,0.320958333,0.084580282,0.203128968,0.037199462,0.276144841,0.070570858,1
0.52321875,0.095250206,0.521998264,0.096799464,0.391850694,0.075795926,0.378763889,0.04765109,0.539407986,0.105798085,0.344065972,0.046684343,0.389479167,0.067908496,0.466560764,0.095980059,0.367467014,0.067361867,0.339239583,0.071568144,0.283817708,0.050191892,0.445296875,0.092927327,1
0.371469849,0.120439247,0.287395729,0.064392875,0.351273869,0.095929963,0.337654523,0.096539339,0.359164573,0.088200567,0.252281407,0.071901579,0.233111809,0.051389142,0.342727387,0.096577565,0.235560302,0.047187395,0.342300251,0.098634172,0.24178392,0.052558119,0.281531407,0.078325279,1
0.636123543,0.069154163,0.510477855,0.098883056,0.248319347,0.03246009,0.275565657,0.046448412,0.224635587,0.025658499,0.370230769,0.080884917,0.26568143,0.037092172,0.28163481,0.045514244,0.427202797,0.106278205,0.293229992,0.076833518,0.348657343,0.09316772,0.467164724,0.140790012,0
0.735002237,0.101819966,0.474485459,0.085598932,0.352438479,0.070660738,0.336938479,0.088990053,0.293903803,0.045918872,0.350458613,0.077446673,0.292923937,0.053870661,0.418569351,0.06918403,0.280383669,0.058714467,0.294737136,0.062002977,0.375306488,0.087012213,0.350998881,0.061368138,0
0.342702801,0.072370233,0.4626419,0.100635197,0.37200609,0.077294922,0.381449452,0.074036469,0.504146163,0.119668736,0.542578563,0.126462071,0.466046285,0.11101735,0.538817296,0.120158926,0.488421437,0.101731754,0.427747868,0.096068688,0.35280268,0.087585152,0.277601705,0.085121292,0
0.433181189,0.065342052,0.461943292,0.06770241,0.365070539,0.034972019,0.637113416,0.112209226,0.53517704,0.077690046,0.405456432,0.060058738,0.425258645,0.073139163,0.473943292,0.071355348,0.426807746,0.065995035,0.339650069,0.045047038,0.49471231,0.080302086,0.502781466,0.07244019,1
0.348393556,0.060973981,0.496818182,0.103751095,0.389161105,0.088306165,0.241856157,0.040456238,0.257556962,0.039515154,0.291825086,0.05664819,0.464466053,0.1145318,0.411721519,0.121840281,0.379890679,0.098749881,0.404033372,0.113881643,0.309904488,0.063472926,0.384601841,0.112526693,1
0.376960586,0.097125921,0.24779955,0.051808541,0.198201577,0.037030814,0.252789414,0.053477096,0.37975,0.109344266,0.720411036,0.120139857,0.374693694,0.064053289,0.198058559,0.035734952,0.225744369,0.046363276,0.279662162,0.084962931,0.178635135,0.031713299,0.157153153,0.02708031,1
0.253493785,0.068400245,0.428011299,0.135863306,0.421502825,0.102357692,0.192465537,0.038961162,0.282181921,0.076902126,0.231089266,0.06648068,0.431123164,0.119946042,0.451116384,0.150246921,0.259216949,0.068218516,0.401753672,0.109861166,0.18460226,0.059636737,0.193277966,0.072437285,0
0.467439878,0.075515154,0.622339422,0.106214879,0.341928463,0.030913719,0.43413242,0.084905923,0.347328767,0.050868802,0.42908828,0.073419654,0.497315068,0.113534472,0.506756469,0.081895228,0.537060883,0.095671351,0.32161796,0.042908087,0.3403379,0.051270379,0.253780822,0.030481011,0
0.55812931,0.151664522,0.196497845,0.043526974,0.183829741,0.051201693,0.11206681,0.023490347,0.198661638,0.045886056,0.441336207,0.14621371,0.223961207,0.060949968,0.349760776,0.115746544,0.16637069,0.039972354,0.270644397,0.092187074,0.2780625,0.108645869,0.207706897,0.031782884,0
0.294222008,0.074675999,0.413157336,0.117935061,0.348295367,0.104987938,0.212638031,0.035832042,0.366207529,0.140993823,0.16072973,0.022784512,0.183765444,0.035878125,0.274217181,0.123070956,0.160777992,0.025529179,0.280699807,0.100847077,0.152909266,0.02663788,0.312871622,0.090671104,1
0.363416765,0.077160883,0.358298701,0.075602382,0.317899646,0.048842681,0.292729634,0.032277631,0.614942149,0.097227441,0.297136954,0.029816047,0.335567887,0.060824562,0.434131051,0.102574045,0.376645809,0.053739081,0.482728453,0.138708347,0.31677804,0.055845412,0.462390791,0.078249785,1
0.459860116,0.092988675,0.573737572,0.09674313,0.561384971,0.113112244,0.281819653,0.032045401,0.359536416,0.085571587,0.305791908,0.059545457,0.355782659,0.09352876,0.358346821,0.089464162,0.358366474,0.07976546,0.457479769,0.08056723,0.34959422,0.087268653,0.298978035,0.083584075,0
0.57711649,0.101401089,0.526916793,0.102317374,0.485934947,0.109337646,0.259930408,0.046061481,0.510394856,0.085410184,0.505069592,0.102952074,0.259202723,0.02517605,0.422910741,0.090600036,0.23597882,0.025048145,0.417555219,0.076850047,0.234974281,0.045004612,0.378635401,0.070924289,0
0.468574956,0.069412068,0.626227513,0.114375819,0.445373898,0.087680989,0.566594356,0.117505239,0.493178131,0.098725882,0.403922399,0.070137158,0.399093474,0.084789199,0.395753086,0.087840796,0.394160494,0.079560999,0.403375661,0.081219504,0.390227513,0.075715622,0.304098765,0.057982985,0
0.318391236,0.10849754,0.187849765,0.063140259,0.189732394,0.084730678,0.168162754,0.046012261,0.355425665,0.13288668,0.30829734,0.137084478,0.186057903,0.049564123,0.206589984,0.068426032,0.256150235,0.104965389,0.270522692,0.124486165,0.150793427,0.053871103,0.311123631,0.091101636,0
0.379447236,0.125436837,0.266197655,0.063360815,0.406974874,0.107608842,0.163991625,0.025443355,0.328792295,0.08477399,0.273355109,0.078778159,0.264460637,0.063549615,0.425773869,0.120182855,0.195661642,0.036664324,0.394092127,0.12540601,0.146847571,0.02601026,0.279586265,0.081823449,0
0.381097137,0.090709912,0.377787321,0.097266317,0.559792434,0.111659324,0.327903885,0.048907938,0.319027607,0.083805164,0.226529652,0.04283794,0.3595818,0.082036828,0.365736196,0.10168009,0.243037832,0.039099449,0.41857771,0.117912324,0.259232106,0.043342867,0.353685072,0.094738463,0
0.444411487,0.107139998,0.434810386,0.085338012,0.458,0.111948209,0.325952793,0.085314633,0.177199056,0.029760583,0.219147128,0.057546286,0.18784343,0.041485759,0.377583006,0.108927025,0.222057435,0.042329028,0.246365854,0.059395931,0.413066876,0.129230862,0.133875688,0.019096929,0
0.773276212,0.061493712,0.698352887,0.063635078,0.411525635,0.067500843,0.364021709,0.064185757,0.446683603,0.135674121,0.398324249,0.113322394,0.429541801,0.069888931,0.395181524,0.065378774,0.446404157,0.073927992,0.438328868,0.067662448,0.504284988,0.082344717,0.38610485,0.111776713,0
0.468154748,0.092764935,0.582362251,0.122976843,0.327141852,0.06938706,0.316430246,0.071185455,0.391759672,0.11979641,0.327017585,0.07856587,0.367901524,0.109440382,0.2964068,0.068937709,0.311818288,0.080023879,0.277968347,0.076177543,0.332174678,0.097404869,0.277998828,0.069250632,0
0.321754173,0.108603536,0.249679818,0.0858925,0.345675266,0.118997715,0.222816388,0.072753294,0.204775417,0.068088453,0.162646434,0.054510623,0.197576631,0.050136705,0.398408194,0.126391729,0.271051593,0.101757017,0.221446131,0.083570029,0.199127466,0.063249711,0.241204856,0.074388278,0
0.401640274,0.114680189,0.413826002,0.141738488,0.294355816,0.071794628,0.400076246,0.124204016,0.281808407,0.067366904,0.348978495,0.105535657,0.232078201,0.056615536,0.29759433,0.088496161,0.26284653,0.082252675,0.209041056,0.054421877,0.289512219,0.087972956,0.225891496,0.0632863,0
0.403143692,0.089308523,0.375642523,0.080378625,0.38559229,0.107949777,0.292761682,0.060983798,0.394849299,0.095256338,0.42496729,0.091878354,0.398064252,0.088214773,0.390530374,0.093827663,0.305281542,0.055527609,0.494160047,0.106921964,0.405058411,0.080409775,0.316321262,0.069277774,0
0.317076416,0.085974743,0.41727141,0.116150954,0.357214756,0.110179992,0.233816864,0.051919248,0.438671937,0.125121483,0.238836627,0.058488492,0.309649539,0.089500994,0.279357049,0.070864082,0.234134387,0.047341932,0.43459552,0.115119132,0.232429513,0.04641009,0.308848485,0.094199159,1
0.402431545,0.088871842,0.520000801,0.102944358,0.332178543,0.0783868,0.205252202,0.043229771,0.301036829,0.087720777,0.20776301,0.032913222,0.413082466,0.107061861,0.286480384,0.071402267,0.288791833,0.056429178,0.393565252,0.097216159,0.32059968,0.073033347,0.419306645,0.107997498,0
0.320957377,0.076493251,0.303060656,0.077073401,0.287604918,0.101707282,0.165616393,0.02711661,0.430677049,0.134954707,0.254072131,0.059370844,0.289491803,0.081526158,0.243829508,0.073638082,0.269611475,0.078140352,0.46007541,0.132421227,0.239391803,0.056775268,0.357567213,0.122298324,0
0.366016603,0.114001327,0.213703704,0.044149067,0.508100894,0.12578101,0.156920817,0.038870073,0.262247765,0.101068406,0.275537676,0.099157812,0.18616092,0.058394135,0.42957599,0.135978939,0.130527458,0.018794313,0.228132822,0.061618904,0.218977011,0.09435521,0.173588761,0.037910911,0
0.221071553,0.035057546,0.273383944,0.072249989,0.247139616,0.059830399,0.367280977,0.060816963,0.622465969,0.107217139,0.264061082,0.04343418,0.343677138,0.085689535,0.267282723,0.053744178,0.350881326,0.062829832,0.408760908,0.096951313,0.348282723,0.06293452,0.502502618,0.112206173,0
0.610243478,0.106300144,0.390265217,0.085059746,0.299910145,0.051502212,0.390957971,0.086741052,0.298565217,0.052766417,0.381743478,0.116499237,0.285017391,0.060658585,0.472292754,0.100740529,0.369931884,0.104472927,0.265347826,0.055047746,0.324263768,0.074489281,0.301476812,0.043169586,0
0.369590909,0.083068588,0.372665404,0.077963851,0.368588384,0.098878568,0.239012626,0.039945699,0.357210859,0.096333904,0.258255051,0.051802354,0.303606061,0.072369385,0.255097222,0.076196638,0.249569444,0.047258089,0.413674242,0.122767639,0.330410354,0.078953845,0.429796717,0.116964771,0
0.159548922,0.038757581,0.180351575,0.059378221,0.196568823,0.067241794,0.218117745,0.03974961,0.566638474,0.142840493,0.164936982,0.032898606,0.154074627,0.046728981,0.215215589,0.074404252,0.268527363,0.08207418,0.216190713,0.081453531,0.137301824,0.037178811,0.509404643,0.130607395,0
0.729647967,0.10743303,0.581234959,0.070458217,0.304678862,0.050703091,0.32101626,0.064708587,0.293703252,0.056334817,0.333256098,0.076587547,0.337082927,0.084527497,0.405322764,0.094567958,0.355665041,0.064558956,0.305050407,0.071638583,0.374981301,0.089917978,0.287147967,0.051834256,0
0.809782979,0.072188512,0.607848227,0.072837051,0.292575887,0.050969325,0.261032624,0.052386393,0.203251064,0.034714276,0.270307092,0.06029363,0.258851773,0.056476627,0.307289362,0.060399827,0.328436879,0.076967633,0.300339716,0.079622599,0.393091489,0.092280747,0.324025532,0.116280948,0
0.213213046,0.062848009,0.413078418,0.092696428,0.221417765,0.050924807,0.176634282,0.023458404,0.284048577,0.07443698,0.337786954,0.090351921,0.674462873,0.113183727,0.354500347,0.080473917,0.45451839,0.131776529,0.484170021,0.12599637,0.248233171,0.056184087,0.109872311,0.026241029,1
0.561076536,0.101839156,0.499514602,0.097824038,0.302226586,0.05037515,0.349866062,0.076823075,0.368421954,0.074660814,0.426973817,0.093651647,0.374945619,0.084130037,0.335797583,0.074833187,0.396747231,0.099129291,0.330026183,0.067127782,0.424763343,0.094720501,0.339259819,0.090227943,1
0.356581267,0.073068442,0.414878788,0.092494781,0.325836088,0.067967272,0.270055096,0.028704903,0.543752066,0.09621563,0.299012397,0.035020412,0.41800551,0.09524051,0.373439394,0.075032373,0.336566116,0.047134871,0.622071625,0.090351645,0.281283747,0.036166559,0.308319559,0.063650788,0
0.438723988,0.060779311,0.621441474,0.12163483,0.348886561,0.056942131,0.445360549,0.071168021,0.576731214,0.088281478,0.426473266,0.063421673,0.52387789,0.097190578,0.390086705,0.079022325,0.525473988,0.096720574,0.389669798,0.079281698,0.365437139,0.063443503,0.40328685,0.088318304,0
0.388373444,0.110654903,0.650045643,0.132242594,0.229842324,0.033521297,0.302235131,0.079529278,0.275403873,0.071663054,0.366448133,0.108417204,0.468366528,0.100896716,0.191604426,0.030130635,0.161141079,0.046263449,0.085242047,0.00830817,0.19370816,0.049364727,0.297587828,0.116120873,0
0.434781441,0.096337279,0.489921856,0.104177427,0.412319902,0.098322503,0.277800977,0.051893251,0.304161172,0.078266497,0.262684982,0.048963593,0.34308547,0.07408272,0.402952381,0.108062226,0.313346764,0.058802937,0.352819292,0.086702925,0.321258852,0.052967784,0.356444444,0.074591099,0
0.637516351,0.0586752,0.682583477,0.061372849,0.647246127,0.055891576,0.598488812,0.05515888,0.569345955,0.055588519,0.510702238,0.049959111,0.454055077,0.036711653,0.515356282,0.054594632,0.545671256,0.054994086,0.571662651,0.058134977,0.480822719,0.045803196,0.45208778,0.046591829,0
0.252765125,0.077383778,0.209051601,0.082609188,0.250076512,0.106514099,0.074010676,0.002581665,0.364615658,0.094035073,0.181261566,0.068321364,0.159562278,0.043936292,0.261409253,0.097970815,0.169969751,0.04378914,0.407158363,0.146474521,0.128766904,0.031746214,0.402827402,0.130960214,1
0.503961714,0.148764432,0.282585232,0.068184531,0.385896992,0.117570517,0.208397448,0.034516947,0.476094804,0.127130501,0.204825889,0.043817841,0.278605287,0.084756534,0.413450319,0.099555382,0.16340474,0.029114379,0.265876937,0.091165437,0.173388332,0.042658795,0.345411121,0.071121834,1
0.531131629,0.116868417,0.422472843,0.090427851,0.478919489,0.11060828,0.32624984,0.073668221,0.24684984,0.038788565,0.257721406,0.053137177,0.251500319,0.038068267,0.406108626,0.102153812,0.275559744,0.052382329,0.35508754,0.08544799,0.341102236,0.076115177,0.275253035,0.045453225,1
0.455348393,0.074640196,0.60602172,0.116640685,0.369643788,0.041631008,0.644070374,0.103304797,0.424024327,0.048257221,0.326187663,0.048613265,0.362332754,0.064203928,0.351107732,0.051441695,0.3972702,0.089147636,0.352154648,0.068655835,0.517428323,0.082278714,0.354803649,0.065399708,0
0.327396262,0.051545249,0.450201869,0.076621597,0.476072897,0.108292987,0.218114019,0.023621716,0.310547664,0.063751343,0.169525234,0.017746216,0.328186916,0.048077027,0.24306729,0.04453801,0.416269159,0.075554634,0.710042991,0.097900374,0.435095327,0.094974322,0.3046,0.080857474,0
0.678248619,0.080738916,0.630209945,0.104835669,0.320314917,0.056055906,0.281563536,0.057190202,0.372900552,0.058701835,0.238779006,0.040134879,0.313883978,0.096171528,0.33278453,0.092929451,0.454187845,0.130550871,0.40660221,0.124900637,0.318745856,0.073758444,0.347265193,0.105080471,0
0.50401087,0.092760393,0.505021739,0.092571234,0.529654348,0.1011358,0.486373913,0.088406769,0.476078261,0.087278546,0.462732609,0.081714109,0.45741087,0.081747855,0.436030435,0.072591908,0.461321739,0.075630383,0.478423913,0.08168794,0.502415217,0.084862121,0.520641304,0.09899136,0
0.533006036,0.093490276,0.527201207,0.105897058,0.315112676,0.044418635,0.323607646,0.047605244,0.402903421,0.085784586,0.370676056,0.056892022,0.482509054,0.096980101,0.345871227,0.053116092,0.39265996,0.100815287,0.265478873,0.041134193,0.290215292,0.048369086,0.519700201,0.126951409,0
0.358108883,0.103170447,0.297458453,0.077260873,0.271209169,0.065812251,0.281438395,0.058210338,0.594,0.143441713,0.295232092,0.061007863,0.268538682,0.050945154,0.372684814,0.091328789,0.296065903,0.078573282,0.252452722,0.059126007,0.299412607,0.078971835,0.443810888,0.078862898,0
0.497827225,0.109047975,0.454446771,0.087379102,0.389404887,0.068071295,0.392207679,0.057909198,0.597054101,0.115703884,0.325813264,0.040346246,0.2795637,0.034489646,0.397623037,0.078623327,0.444949389,0.079174785,0.385993019,0.070849389,0.400910995,0.089909547,0.523560209,0.111119067,0
0.122759536,0.019520372,0.157484245,0.048644203,0.166726368,0.076972331,0.176956882,0.044771627,0.251767828,0.079487246,0.132875622,0.034477127,0.25455058,0.077184675,0.119529022,0.040428053,0.189606965,0.070223837,0.302119403,0.090209379,0.327383085,0.064598803,0.676452736,0.146405203,0
0.250515258,0.092299081,0.187483568,0.036792477,0.176105634,0.037335444,0.120231221,0.017459459,0.310874413,0.073898485,0.159205399,0.043736609,0.137457746,0.029544352,0.266450704,0.105263536,0.234246479,0.044308993,0.715399061,0.153013301,0.231612676,0.03432923,0.146660798,0.039199766,0
0.307792717,0.063648145,0.648001401,0.14345657,0.300795518,0.045811157,0.386796919,0.119374159,0.246352941,0.051915968,0.319666667,0.062191205,0.39007563,0.109518025,0.235190476,0.04248851,0.366228291,0.094078232,0.189862745,0.031293693,0.247514006,0.049724015,0.19214986,0.058161332,0
0.63638398,0.11963516,0.467663914,0.081210552,0.281366639,0.046597284,0.308159372,0.042046197,0.568638315,0.106928454,0.380720066,0.080500266,0.292368291,0.053757645,0.245801817,0.05260368,0.244109827,0.038869797,0.253909166,0.058970771,0.218824112,0.035301777,0.44507019,0.061231378,0
0.335554647,0.09011577,0.417665428,0.098213934,0.310446097,0.08229778,0.301590335,0.071402527,0.338956877,0.063006241,0.225176208,0.051218627,0.28132119,0.073146179,0.339562082,0.096364639,0.362245353,0.071039461,0.607449071,0.139024853,0.32580223,0.052189253,0.275758364,0.054679834,0
0.702979149,0.081401558,0.640427023,0.06710916,0.565738115,0.076582991,0.395744787,0.050341194,0.406104254,0.049512075,0.511346122,0.083502111,0.431824854,0.038405904,0.563326939,0.093981248,0.379795663,0.044756118,0.414222686,0.053630952,0.339533778,0.066281974,0.444276063,0.060547161,1
0.476347826,0.058631073,0.585391304,0.077760485,0.454569565,0.068261213,0.420144928,0.060497417,0.458382609,0.065044723,0.325191304,0.035524558,0.393936232,0.052331181,0.370114493,0.050267484,0.575497101,0.104972966,0.551011594,0.095384527,0.396011594,0.053384467,0.456097101,0.06695454,0
0.511041116,0.100888202,0.50107489,0.112517248,0.370464758,0.064993786,0.39196696,0.068206154,0.558150514,0.112334413,0.493669604,0.098049331,0.423931718,0.074343485,0.502403818,0.107701615,0.414243025,0.089242573,0.359407489,0.070581631,0.318905286,0.05762147,0.399422173,0.087059405,0
0.391085714,0.158573643,0.154564286,0.047211924,0.175685714,0.087824773,0.065660714,0.008409403,0.198014286,0.073273207,0.351739286,0.132644978,0.117782143,0.036624392,0.209514286,0.082994864,0.148314286,0.04498778,0.317721429,0.121857001,0.275864286,0.111898432,0.146785714,0.04204639,0
0.393388393,0.087834331,0.421886161,0.087246353,0.303915179,0.052333138,0.297965402,0.06072152,0.503200893,0.13279027,0.286080357,0.042099275,0.397264509,0.125606141,0.290546875,0.052408949,0.320518973,0.059828524,0.488162946,0.127198246,0.372837054,0.07665352,0.42565067,0.106170973,0
